ORIGSYSREF,ORDERNUMBER,COUNTRY,BOOKINGDATE,ORDERTYPE,KEYCODE,SALESCHANNEL,SOURCE,MEDIUM,CAMPAIGN,DEVICE,TOPLEVELCATEGORY,ORDERS,REVENUE_NET_LCL,REVENUE_NET_USD,REVENUE_NET_USD_CONS_CURR,FTBS,FTB_REVENUE_NET_LCL,FTB_REVENUE_NET_USD,FTB_REVENUE_NET_USD_CONS_CURR,PRODUCT_REVENUE_LCL,PRODUCT_REVENUE_USD_CONS_CURR,PRODUCTS,QUANTITY,DISCOUNT_LCL,DISCOUNT_USD_CONS_CURR,DISCOUNTED_ORDER,ITEMCOST_LCL,ITEMCOST_USD,ITEMCOST_USD_CONS_CURR,GROSS_MARGIN_LCL,GROSS_MARGIN_USD,RN,CHANNEL_L1,BBSTATUS
ONLQ8DI-32G62-8B2,50273994,US,30/11/23,WB-CATALOG,,WB,google,organic,(not set),desktop,web,1,152.95,152.95,152.95,1,152.95,152.95,152.95,107.9647054,107.9647054,0.9996812,499.8366233,0,0,,47.3345255,47.3345255,47.3345255,105.6,105.6,1,Organic Search,INITIAL
ONMC6JO-63J69-8A0,41076461,DE,09/09/21,DE_ABC_WEB_EMAIL,TDELDA,WB,email,poc,20210831_de_34pb,desktop,email,1,59.99,70.8864,67.7887,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONBE3FW-19B84-7Z4,52807795,IE,20/03/25,IE_ABC_WEB_EMAIL,9KTD01,WB,email,poc,20250320_ie_9ktd_lpb_c,desktop,web,1,426.23,456.0661,481.6399,0,0,0,0,396.4639381,448.0042501,1.00036181,625.3373773,0,0,,2601.033556,111.8262083,2939.167918,-2173.4,344.2561,1,Email POC,INITIAL
ONRA1HI-33D61-9T6,52876067,US,04/04/25,WB-CATALOG,,WB,l.facebook.com,referral,(referral),desktop,web,-1,-385.49,-385.49,-385.49,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Social Media,UPDATE
ONDA2YG-39R48-2H9,50411095,AT,04/01/24,WBAT_ABC WEB ORDER,,WB,email,poc,20230110_at_3bra,desktop,web,1,136.39,145.9373,154.1207,0,0,0,0,116.7337951,131.9091884,1.00287567,120.3441257,0,0,,478.1071225,20.49119639,540.2610485,-340.35,125.4373,1,Email POC,INITIAL
ONOM0JF-79N35-9M9,55851669,US,18/11/25,TMT Inbound MO-NPC,,MO,,,,,,-1,-32.3,-32.3,-32.3,-1,-32.3,-32.3,-32.3,-18.41900814,-18.41900814,-0.2669272,-26.6942058,-0.112115703,-0.112115703,55851669,-5.090586913,-5.090586913,-5.090586913,-51.37,-51.37,1,MO,UPDATE
ONAW3DG-86A06-0E3,51455342,US,22/07/24,MAIL-NPC-EO,,MO,,,,,,1,277.9,277.9,277.9,0,0,0,0,221.9201436,221.9201436,0.9996063,299.8921723,0,0,,67.56568805,67.56568805,67.56568805,210.31,210.31,1,MO,INITIAL
ONPJ7GJ-53N78-4G5,26415180,ZZ,06/01/21,DE_ABC_WEB_EMAIL,BMUE01,WB,,,,,web,1,151.99,186.8603,171.7487,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONQI6CN-64R63-4U0,25670545,CZ,17/10/20,WBCZ_ABC WEB ORDER,TCZLMQ,WB,,,,,web,1,4039,173.7234,181.755,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
41241128735,41241128735,US,26/11/18,WB-CATALOG,LB2C01,WB,,,,,web,1,94.94,94.94,94.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
42718417521,42718417521,US,31/07/20,WEB-EMAIL,5QSA01,WB,email,poc,072720_5qs_pns,mobile,email,1,114.24,114.24,114.24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONNS7GK-55C51-6J3,56125215,US,03/12/25,TM TUNIS,,TM,,,,,,1,459.95,459.95,459.95,0,0,0,0,439.9521743,439.9521743,0.9999313,999.8912844,0,0,,161.6824243,161.6824243,161.6824243,298.25,298.25,1,TM,INITIAL
ONRN1WP-05D87-5V9,56794083,US,21/01/26,WB-CATALOG,,WB,statics.teams.cdn.office.net,referral,(referral),desktop,web,-1,-2177.96,-2177.96,-2177.96,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Referral,UPDATE
ONRE8VY-27X56-0V9,55133952,DE,08/10/25,WBDE_ABC WEB ORDER,,WB,(direct),(none),(not set),desktop,web,1,2209.98,2364.6786,2497.2774,0,0,0,0,2069.981259,2339.078822,2.0000319,1999.98107,0,0,,437.3460474,437.2905548,494.2010335,1772.63,1927.3286,1,Direct,INITIAL
ONLY1TJ-80Q85-5D8,56656732,DE,12/01/26,WBDE_ABC WEB ORDER,,WB,facebook,paid_social,de_de_meta_q3fy25_sales_dpa_1day-23/01/25,mobile,web,-1,-81.49,-87.1943,-92.0837,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Social Media,UPDATE
ONWP3UC-88I10-3P9,50049354,FR,31/10/23,WBFR_ABC WEB ORDER,,WB,(direct),(none),(not set),desktop,web,1,552.98,591.6886,624.8674,0,0,0,0,482.9725329,545.7589622,0.99978784,599.9783232,0,0,,2743.640767,117.8979534,3100.314067,-2190.76,473.7286,1,Direct,INITIAL
ONVQ1IL-24U80-0M8,50566050,DE,05/02/24,DE_TM TUNIS,,TM,,,,,,1,481.5,515.205,544.095,0,0,0,0,481.0005208,543.5305885,0.9991125,249.740568,0,0,,1823.346598,78.52124514,2060.381656,-1343.74,436.715,1,TM,INITIAL
42511655750,42511655750,US,09/06/20,WB-CATALOG,NPC NA,WB,bing,cpc,brand - np - pure - exact,desktop,web,1,920.45,920.45,920.45,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
ONSI6JI-37U97-1A8,49891531,US,11/10/23,NPC WB RECOVERY TUNIS,,WB,,,,,web,1,97.5,97.5,97.5,0,0,0,0,97.0025511,97.0025511,0.99489,248.72445,0,0,,34.02551003,34.02551003,34.02551003,63.3,63.3,1,Web Recovery,INITIAL
ONYJ9IT-84G53-4S9,50457519,US,13/01/24,PCT - WEB,,MO,,,,,,1,169.94,169.94,169.94,0,0,0,0,123.9562345,123.9562345,0.99958708,99.9646559,0,0,,21.21251069,21.21251069,21.21251069,148.72,148.72,1,MO,INITIAL
41612171615,41612171615,US,18/10/18,WB-CATALOG,NPC NA,WB,google,cpc,brand - np - pure - exact,desktop,web,1,202.51,202.51,202.51,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
ONOZ7ER-69J12-0A5,52481716,GB,23/01/25,GB_ABC_WEB_MAIL,,MO,,,,,,1,115.99,144.9875,154.2667,0,0,0,0,98.991466,131.6586498,0.99994979,99.99138331,0,0,,572.9106063,24.63787521,761.9711064,-456.97,120.3475,1,MO,INITIAL
5410717690,5410717690,US,31/12/19,TMT Inbound WB-NPC,LU2A03,WB,,,,,inbound,1,649.95,649.95,649.95,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
Z14627323TGBLHS2628520,20099283,GB,20/08/18,WBGB_COE WEB ORDER,TGBLHS,WB,,,,,web,1,374.74,477.6824,498.4042,1,374.74,477.6824,498.4042,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONQL5QT-42R01-9H6,51131107,HU,29/04/24,HU_TA INTERNAL,,TM,,,,,,-1,-5000,-13.5,-13.5,0,0,0,0,-4239.6907,-11.44716489,-0.13,-12.885,0,0,,-82.375,-3.533142915,-0.2224125,-5639.23,-40.98,1,TM,UPDATE
ONMQ6WV-73L29-5A1,49696118,DE,13/09/23,DE_ABC_WEB_MAIL,,MO,,,,,,1,176.99,189.3793,199.9987,1,176.99,189.3793,199.9987,156.99113,177.3999769,0.9999935,99.99439428,0,0,,1200.412176,51.72359447,1356.465759,-1023.49,137.7593,1,MO,INITIAL
ONIA9YW-48Q80-9G2,49620029,US,28/08/23,MAIL-NPC-EO,,MO,,,,,,1,106.44,106.44,106.44,0,0,0,0,59.74698063,59.74698063,1.00415496,50.20753512,0,0,,16.0061662,16.0061662,16.0061662,90.5,90.5,1,MO,INITIAL
5590910721,5590910721,US,19/05/22,TMT Inbound WB-NPC MB,NPC NA,WB,,,,,inbound,1,322.9,322.9,322.9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONTP3OC-52R28-4M5,44377864,DE,09/04/22,WBDE_ABC WEB ORDER,TDELMN,WB,(direct),(none),(not set),desktop,web,1,79.49,86.438,89.8237,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Direct,INITIAL
ONVB6TK-53U45-4Y6,49805163,US,29/09/23,WB-CATALOG,,WB,google,cpc,shopping-catchall,desktop,web,1,1034.75,1034.75,1034.75,0,0,0,0,908.5804801,908.5804801,0.9995685,799.8069083,0,0,,602.2544974,602.2544974,602.2544974,432.35,432.35,1,Paid Search - Shopping,INITIAL
ONXJ6MJ-19K30-1N5,53873029,IT,16/07/25,WBIT_ABC WEB ORDER,,WB,(direct),(none),(not set),desktop,web,1,212.49,227.3643,240.1137,0,0,0,0,167.8871463,189.7124753,1.00231533,250.5777701,0,0,,80.43548437,90.82552841,90.89209734,132.24,136.6843,1,Direct,INITIAL
ONUW6WI-02N37-8G9,50055294,CA,31/10/23,TMT Inbound PPC-MO MB,,MO,,,,,,1,330.9,242.2188,238.248,0,0,0,0,257.9220533,185.7038784,0.9996489,299.9092296,0,0,,69.2790638,69.36265724,49.88092594,261.6,172.9188,1,MO,INITIAL
ONHG3GX-46J39-0K8,51407522,CA,08/07/24,TM-PPC,,TM,,,,,,1,559.45,409.5174,402.804,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,TM,INITIAL
41874759906,41874759906,US,25/01/19,WB-CATALOG,NPC NA,WB,bing,cpc,brand - np - pure - exact,desktop,web,1,250.95,250.95,250.95,1,250.95,250.95,250.95,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
42334687725,42334687725,US,24/09/19,WB-CATALOG,NPC NA,WB,google,organic,(not set),desktop,web,1,277.9,277.9,277.9,1,277.9,277.9,277.9,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
ONYF6BR-11B84-2D9,57715411,DE,08/03/26,WBDE_ABC WEB ORDER,,WB,bing,cpc,pmax-de-de-drinkware-bing,desktop,web,1,184.49,197.4043,208.4737,1,184.49,197.4043,208.4737,119.8182334,135.3946037,1.00270315,50.13312811,0,0,,41.85115616,41.82566183,47.29180646,142.75,155.6643,1,Paid Search - Shopping,INITIAL
ONXD3DI-46G16-7C4,49567292,GB,23/08/23,GB_WEB INBOUND,,WB,,,,,inbound,1,86.39,107.9875,114.8987,0,0,0,0,69.71472057,92.72057836,1.00454292,120.5442001,0,0,,831.7046569,35.59587967,1106.167194,-741.56,72.3875,1,Web Inbound,INITIAL
42438602751,42438602751,US,22/11/19,WEB-EMAIL,5FKA01,WB,email,poc,112219_5fk_acm,desktop,email,1,114.24,114.24,114.24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONZQ9BY-76P80-7J1,49350227,US,01/08/23,WB-CATALOG,,WB,google,cpc,shopping-bags,mobile,web,1,160.84,160.84,160.84,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Paid Search - Shopping,INITIAL
ONBX6DR-43N06-6H7,49013662,US,22/06/23,WB-CATALOG,,WB,email,poc,062123_2fp_wbc,desktop,web,1,296.5,296.5,296.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
43918961211,43918961211,US,24/05/22,WB-CATALOG,NPC NA,WB,(direct),(none),(not set),desktop,web,1,430.9,430.9,430.9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Direct,INITIAL
ONAS6LR-18K33-6S6,46914009,US,04/10/22,WB-CATALOG,,WB,bing,cpc,nb - writing - pens - exact,desktop,web,1,217.44,217.44,217.44,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - NonBrand,INITIAL
ONLQ9LX-23P14-7P2,49852103,FR,05/10/23,FR_ABC_WEB_MAIL,,MO,,,,,,1,99.49,106.4543,112.4237,1,99.49,106.4543,112.4237,79.89348455,90.27963754,1.00494849,50.24752399,0,0,,502.6355392,21.61223169,567.9781593,-400.67,84.9343,1,MO,INITIAL
42248877884,42248877884,US,14/08/19,WEB-EMAIL,5CCA01,WB,email,poc,081419_5cc_prp,desktop,email,1,84.94,84.94,84.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONNS9VO-22L18-4U7,57249402,US,10/02/26,WB-CATALOG,,WB,mo_returning sampled,mo_returning sampled,mo_returning sampled,desktop,web,1,423.04,423.04,423.04,0,0,0,0,281.276597,281.276597,1.00006656,250.0238317,31.2529551,31.2529551,57249402,60.00567307,60.00567307,60.00567307,363.04,363.04,1,MO_Returning Sampled,INITIAL
ONBN0QI-04B56-2B9,51957397,US,15/10/24,TMT Inbound WB-NPC MB,,WB,,,,,inbound,-1,-158.24,-158.24,-158.24,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Web Inbound,UPDATE
42349452054,42349452054,US,27/05/20,WB-CATALOG,LK5503,WB,bing,cpc,brand - np - pure - exact,desktop,web,1,186.4,186.4,186.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
ONPU5BC-39N94-9O7,54324054,US,11/08/25,PCT - WEB,,MO,,,,,,-1,-427.49,-427.49,-427.49,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,MO,UPDATE
ONWU9CB-28D33-0B2,42818273,FR,01/12/21,WBFR_ABC WEB ORDER,TFRPFJ,WB,google,cpc,brand-fr-fr-search-np-pure-ext,mobile,web,1,138.49,156.3247,156.4937,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
ONBS9KY-44K37-1A1,52188737,DE,18/11/24,DE_ABC_WEB_MAIL,,MO,,,,,,1,109.49,117.1543,123.7237,1,109.49,117.1543,123.7237,89.90233973,101.5896439,1.00446126,50.22481484,0,0,,445.2124566,19.08513605,503.090076,-333.73,98.0943,1,MO,INITIAL
ONDR9WQ-06D96-9P4,50066618,PT,02/11/23,PT_MO EO UPSELL TUNIS,,MO,,,,,,-1,-15,-16.05,-16.95,-1,-15,-16.05,-16.95,-13.4451219,-15.19298775,-0.09147,-9.14634,0,0,,-100.042683,-4.31424,-113.0482318,-1108.8,-63.09,1,MO,UPDATE
ONBS1FL-48I42-0P6,51204455,US,16/05/24,TM MB,,TM,,,,,,1,522.95,522.95,522.95,0,0,0,0,444.9574566,444.9574566,0.9998804,499.9522279,0,0,,202.4806392,202.4806392,202.4806392,320.45,320.45,1,TM,INITIAL
ONTL0XK-90K99-0D6,26404249,FR,05/01/21,WBFR_ABC WEB ORDER,TFRPFJ,WB,,,,,web,1,97.39,119.3501,110.0507,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
42008865186,42008865186,US,12/04/19,WEB-EMAIL,4XTA01,WB,email,poc,040819_4xt_ppg_p_remail,mobile,email,1,163.84,163.84,163.84,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONCV8WD-24F45-0K2,27392870,FR,10/03/21,FR_ABC_WEB_EMAIL,TFRHUE,WB,email,poc,20210310_fr_cjyb,mobile,email,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONFR5CT-03U67-1J9,46804155,US,22/09/22,TMT Inbound WB-NPC MB,,WB,,,,,inbound,1,463.9,463.9,463.9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONKV8LN-16C03-6C8,47407687,IT,07/12/22,IT_WEB INBOUND,,WB,,,,,inbound,1,177.99,186.8799,201.1287,1,177.99,186.8799,201.1287,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
42556295248,42556295248,US,05/03/20,TMT Inbound WB-NPC MB,NPC NA,WB,(direct),(none),(not set),desktop,web,1,498.45,498.45,498.45,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Direct,INITIAL
ONXK5LD-75Y59-7V2,55405234,AT,23/10/25,AT_ABC_WEB_MAIL,,MO,,,,,,1,95.48,102.1636,107.8924,1,95.48,102.1636,107.8924,69.85115815,78.9318087,1.00502248,50.25265168,0,0,,26.93541022,26.82295306,30.43701355,68.68,75.3836,1,MO,INITIAL
ONDU9RA-36G06-4Y4,50414600,US,05/01/24,WB-CATALOG,,WB,criteo,display,remarketing-visitor-2,desktop,web,1,263.95,263.95,263.95,0,0,0,0,182.9653414,182.9653414,0.9998426,99.9810926,0,0,,160.5995777,160.5995777,160.5995777,103.32,103.32,1,Paid - Display,INITIAL
ONEW4XZ-05S30-8X6,47756938,ES,15/02/23,ES_WEB INBOUND,,WB,,,,,inbound,1,107.39,115.1322,121.3507,1,107.39,115.1322,121.3507,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
42059576212,42059576212,US,08/05/19,WB-CATALOG,NPC NA,WB,google,cpc,**shopping - product listing ads*,desktop,web,1,42.49,42.49,42.49,1,42.49,42.49,42.49,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Shopping,INITIAL
ONIB8BB-93S39-0T6,52270743,US,04/12/24,TMT Inbound WB-NPC MB,,WB,,,,,inbound,1,620.85,620.85,620.85,0,0,0,0,475.8850266,475.8850266,0.9995685,499.8792401,118.971256,118.971256,52270743,135.3173059,135.3173059,135.3173059,485.5,485.5,1,Web Inbound,INITIAL
ONFN9XJ-05U41-8Z7,54817154,FR,09/09/25,FR_TM TUNIS,,TM,,,,,,1,708.37,757.9559,800.4581,0,0,0,0,584.7054076,660.7171106,3.00136369,500.2615196,146.1763517,165.1792774,54817154,189.4189385,197.7484962,214.0434005,519.05,560.1959,1,TM,INITIAL
ONTP5MR-77B07-2N0,54711350,US,29/08/25,REDO-NPC TM,,TM,,,,,,1,137.37,137.37,137.37,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,TM,INITIAL
43660613233,43660613233,US,11/11/21,WB-CATALOG,NPC NA,WB,google,cpc,brand - np - pure - exact,desktop,web,1,129.75,129.75,129.75,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
ONBS7OL-85M77-2H8,57495927,NL,24/02/26,NL_ABC_WEB_MAIL,,MO,,,,,,1,407.98,436.5386,461.0174,0,0,0,0,386.9810287,437.2885624,0.99995898,299.9852461,0,0,,84.35586639,84.2709305,95.32212902,323.62,352.1786,1,MO,INITIAL
ONSQ1OS-68G53-4O7,48117099,US,11/04/23,WB-CATALOG,,WB,webmail.arvig.net,referral,(not set),desktop,web,1,333.5,333.5,333.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Social Media,INITIAL
ONED1DR-28V84-1I7,50639540,US,22/02/24,TMT TUNIS,,TM,,,,,,1,313.2,313.2,313.2,0,0,0,0,240.4535465,240.4535465,1.000674,300.1915512,0,0,,63.43050427,63.43050427,63.43050427,249.81,249.81,1,TM,INITIAL
ONFS4DG-67A76-2G2,49768380,US,25/09/23,TMT Inbound MO-NPC MB,,MO,,,,,,1,114.79,114.79,114.79,0,0,0,0,62.73523053,62.73523053,0.99821384,64.88137422,0,0,,24.43529794,24.4253158,24.43529794,90.31,90.32,1,MO,INITIAL
43925169316,43925169316,US,10/03/22,WB-CATALOG MB,NPC NA,WB,google,cpc,nb - writing - pens - broad,desktop,web,1,188.79,188.79,188.79,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - NonBrand,INITIAL
ONKE6BM-27W94-3A0,50340359,US,13/12/23,WB-CATALOG,,WB,(not set),(not set),(not set),desktop,web,1,380.75,380.75,380.75,1,380.75,380.75,380.75,380.5001633,380.5001633,2.9980255,334.7801488,0,0,,102.0529936,102.0529936,102.0529936,278.63,278.63,1,No-Match,INITIAL
42594433700,42594433700,US,22/04/20,WEB-EMAIL,5MJA01,WB,email,poc,042220_5mj_pyc,desktop,email,1,74.94,74.94,74.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONBS0JY-64U47-9C8,41713359,DE,05/10/21,DE_ABC_WEB_EMAIL,TDEHUU,WB,email,poc,20211005_de_4k2b,desktop,email,1,533.73,620.2662,603.1149,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONLQ2JK-10Q74-0L6,49386745,US,07/08/23,TM MB,,TM,,,,,,1,962.9,962.9,962.9,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,TM,INITIAL
42483051245,42483051245,US,08/01/20,TMT Inbound WB-NPC MB,NPC NA,WB,,,,,inbound,0,-50,-50,-50,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,UPDATE
C15556561TAUVEN41388987,21942084,AU,24/05/19,VEWB_AU WEB INBOUND VENDOR ORD,TAUVEN,WB,,,,,inbound,1,379.95,262.0134,239.3685,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONIN0GO-81M01-2U4,58291694,CA,17/04/26,TM-PPC MB,,TM,,,,,,1,1079.95,790.5234,777.564,0,0,0,0,949.9560189,683.9683336,1.0000337,999.9537837,0,0,,216.2899885,216.1696751,155.7287917,863.65,574.2234,1,TM,INITIAL
ONZJ9JO-58J58-3J4,51046103,US,18/04/24,WB-CATALOG,,WB,google,organic,(organic),desktop,web,1,173.24,173.24,173.24,1,173.24,173.24,173.24,112.4057224,112.4057224,1.0013272,25.03473916,0,0,,31.36344929,31.36344929,31.36344929,141.92,141.92,1,Organic Search,INITIAL
41591105963,41591105963,US,15/08/18,TMT Inbound WB-NPC,NPC NA,WB,mailing,prospect,(not set),desktop,web,1,286.4,286.4,286.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Mailing,INITIAL
ONQF7RN-05V19-3N7,57414410,US,20/02/26,TM MB,,TM,,,,,,-1,-73.44,-73.44,-73.44,0,0,0,0,-50.94659704,-50.94659704,-0.19226592,-48.062808,0,0,,-13.24227044,-13.24227044,-13.24227044,-142.32,-142.32,1,TM,UPDATE
ONXI5JH-15X78-7F4,56016152,CZ,27/11/25,CZ_ABC_WEB_EMAIL,793G01,WB,email,poc,20251127_cz_793g_lpg_c,desktop,web,1,2688,115.584,120.96,0,0,0,0,2089.999995,94.04999977,0.999936,99.998976,0,0,,18.71001216,18.64290167,0.841950547,2669.29,96.874,1,Email POC,INITIAL
ONQK8DR-07S87-9Q8,50535604,US,29/01/24,PCT - WEB,,MO,,,,,,1,134.94,134.94,134.94,0,0,0,0,88.96044454,88.96044454,0.99950058,99.95559054,0,0,,24.81896499,24.81896499,24.81896499,110.11,110.11,1,MO,INITIAL
ONUS7UW-48P97-3K3,52452023,ES,17/01/25,ES_ABC_WEB_EMAIL,TESAGY,WB,email,webpush,20250117_es_8vth_wrt-12201_c,desktop,web,1,239.89,256.6823,271.0757,0,0,0,0,216.8005875,244.9846639,0.99962163,179.9175,0,0,,1164.286125,50.01809094,1315.643321,-924.93,206.6023,1,Email Web Push,INITIAL
10414464,23724635,IT,08/01/20,IT_WEB INBOUND,TITLHS,WB,,,,,inbound,1,100,111.3826,113,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONDK5IZ-62R88-4Z4,25722476,DE,22/10/20,WBDE_ABC WEB ORDER,TDEMPI,WB,,,,,web,1,384.74,456.696,434.7562,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONWK4UU-58A52-2M3,50541988,ES,30/01/24,ES_TM TUNIS,,TM,,,,,,1,648.99,694.4193,733.3587,0,0,0,0,627.9903255,709.6290679,1.00009359,499.9922798,0,0,,2742.757735,118.0212613,3099.31624,-2093.81,576.4693,1,TM,INITIAL
C15296891TITDEA2699253,20404636,IT,10/10/18,WBIT_COE WEB ORDER,TITDEA,WB,,,,,web,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONWD6UA-87S81-9K1,57352587,DE,16/02/26,DE_TM TUNIS,,TM,,,,,,1,1388.98,1486.2086,1569.5474,0,0,0,0,1302.16875,1471.450688,1.92929322,1446.85463,0,0,,284.3164833,284.4641902,321.2776261,1241.6,1338.8286,1,TM,INITIAL
ONPY3JY-83N00-5O6,54885237,DE,17/09/25,DE_MO EO UPSELL TUNIS,,MO,,,,,,1,262.99,281.3993,297.1787,1,262.99,281.3993,297.1787,237.9909517,268.9297754,0.99988798,199.9923234,0,0,,59.33774467,59.42432271,67.05165147,203.65,222.0593,1,MO,INITIAL
ONSM0VE-28J38-2L3,52615558,US,18/02/25,PCT - WEB,,MO,,,,,,1,353.7,353.7,353.7,0,0,0,0,291.55271,291.55271,0.9992025,259.7799168,0,0,,75.95557531,75.95557531,75.95557531,277.68,277.68,1,MO,INITIAL
42817882064,42817882064,US,21/01/21,WB-CATALOG,NPC NA,WB,google,organic,(not set),desktop,web,1,163.99,163.99,163.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
ONAN0LQ-13U97-3K6,55485056,US,28/10/25,PCT - WEB,,MO,,,,,,1,131.73,131.73,131.73,1,131.73,131.73,131.73,74.44740973,74.44740973,0.99798648,129.7341588,0,0,,26.95475199,26.95475199,26.95475199,104.72,104.72,1,MO,INITIAL
42693477237,42693477237,US,09/07/20,WEB-EMAIL,5QJA01,WB,email,poc,070920_5qj_fek,mobile,email,1,97.29,97.29,97.29,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
41613431000,41613431000,US,28/08/18,WB-CATALOG,NPC NA,WB,,,,,web,1,51.99,51.99,51.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONFQ2HU-10W87-4Z7,52170983,US,14/11/24,TMT MONTEGO BAY,,TM,,,,,,1,106.44,106.44,106.44,0,0,0,0,54.72622605,54.72622605,1.00415496,50.20753512,0,0,,18.36592077,18.36592077,18.36592077,88.15,88.15,1,TM,INITIAL
42452214638,42452214638,US,28/07/20,WB-CATALOG,NPC NA,WB,(direct),(none),(not set),desktop,web,-1,-438.45,-438.45,-438.45,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Direct,UPDATE
42466033268,42466033268,US,18/11/21,WB-CATALOG,NPC NA,WB,google,cpc,nb - promotional products - exact,tablet,web,1,51.74,51.74,51.74,1,51.74,51.74,51.74,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - NonBrand,INITIAL
ONEM4UR-42M56-7P6,50490216,IT,19/01/24,IT_WEB INBOUND,,WB,,,,,inbound,1,261.31,279.6017,295.2803,0,0,0,0,226.58881,256.0453553,1.00107861,75.08899636,0,0,,1525.279486,65.41681322,1723.565819,-1262.16,214.0917,1,Web Inbound,INITIAL
ONAE7ZC-17V82-9U8,51426090,HU,13/07/24,HU_ABC_WEB_EMAIL,5MNE01,WB,email,poc,20240713_hu_5mne_lmq_c,mobile,web,1,30850,83.295,83.295,0,0,0,0,24950.00013,67.36500034,0.9872,50.00785,0,0,,343.169847,14.81246063,0.926558587,30506.83,68.535,1,Email POC,INITIAL
